Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Apple,2014,iOS,129 גרם,iPhone 6,סמארטפון,מסך מגע,לא זמין,1400 MHz,4,4.7 אינטש,2 ליבות,1334x750‏ פיקסלים,326 ppi,לא זמין,לא זמין,ללא,לא זמין,ללא,1.2‏ מגה פיקסל,8 מגה פיקסל,כולל,כולל,670,779,כולל,4.0,"1,810 mAh",5
EasyPhone,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,410,498,לא זמין,לא זמין,לא זמין,5
Samsung,2020,Android,199 גרם,לא זמין,סמארטפון,מסך מגע,6GB,1700 2700 MHz,4,6.7 אינטש,4 + 4 ליבות,1080x2400‏ פיקסלים,394 ppi,לא זמין,Super AMOLED,לא זמין,לא זמין,microSDXC,32‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,כולל,כולל,1475,1475,כולל,5.0,"4,500 mAh",5
Xiaomi,2021,Android,193 גרם,Redmi Note 10 Pro,סמארטפון,מסך מגע,6GB,1800 2300 MHz,4,6.67 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,108 + 8 + 5 + 2 מגה פיקסל,כולל,כולל,930,1039,אופציונאלי,5.1,"5,020 mAh",5
OnePlus,2021,Android,192 גרם,9,טלפון רגיל,מסך מגע,8GB,2840 2420 1800 MHz,5,6.55 אינטש,1+3+4,1080x2400‏ פיקסלים,402 ppi,120 Hz,Fluid AMOLED,ללא,לא זמין,ללא,16‏ מגה פיקסל,48 + 50 + 2 מגה פיקסל,כולל,כולל,2199,2800,כולל,5.2,"4,500 mAh",5
Samsung,2021,Android,180 גרם,לא זמין,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,6.4 אינטש,לא זמין,1080x2400‏ פיקסלים,411 ppi,90 Hz,Super AMOLED,לא זמין,לא זמין,microSDXC,20‏ מגה פיקסל,64 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,790,1099,אופציונאלי,5.0,"5,000 mAh",5
Apple,2018,iOS,177 גרם,iPhone XS,סמארטפון,מסך מגע,4GB,לא זמין,4,5.8 אינטש,8 ליבות,1125x2436‏ פיקסלים,458 ppi,לא זמין,Super AMOLED,IP68,לא זמין,ללא,7‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,1290,5590,כולל,5.0,לא זמין,5
לא זמין,לא זמין,Android,189 גרם,לא זמין,סמארטפון,מסך מגע,8GB,1800 2200 MHz,4,6.81 אינטש,לא זמין,לא זמין,לא זמין,120 Hz,IPS LCD,לא זמין,לא זמין,ללא,16‏ מגה פיקסל,48 + 2 + 2 מגה פיקסל,כולל,כולל,1249,1249,כולל,5.1,"4,800 mAh",5
Xiaomi,2021,Android,193 גרם,Poco X3 GT,סמארטפון,מסך מגע,8GB,2000 2600 MHz,4,6.6 אינטש,4 + 4 ליבות,1080x2400‏ פיקסלים,399 ppi,120 Hz,IPS LCD,IP53,לא זמין,ללא,16‏ מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,1239,1399,כולל,5.2,"5,000 mAh",5
Xiaomi,לא זמין,Android,179 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,6.43 אינטש,4 + 4 ליבות,1080x2400‏ פיקסלים,409 ppi,90 Hz,AMOLED,IP53,לא זמין,microSDXC,13‏ מגה פיקסל,50 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,730,874,אופציונאלי,5.0,"5,000 mAh",5
OnePlus,2021,Android,197 גרם,לא זמין,סמארטפון,מסך מגע,12GB,1800 2420 2840 MHz,4,6.7 אינטש,1 + 3 + 4,1440x3216‏ פיקסלים,525 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,16‏ מגה פיקסל,48 + 8 + 50 + 2 מגה פיקסל,כולל,כולל,2589,3437,כולל,5.2,"4,500 mAh",5
Samsung,2020,Android,183 גרם,Galaxy Z Flip,סמארטפון,מסך מגע,8GB,2950 2410 1780 MHz,4,6.7 אינטש,1 + 3 + 4,1080x2636‏ פיקסלים,425 ppi,לא זמין,Foldable Dynamic AMOLED,ללא,לא זמין,ללא,10‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,2390,2390,כולל,5.0,"3,300 mAh",5
Apple,2021,iOS,240 גרם,iPhone 13,סמארטפון,מסך מגע,6GB,לא זמין,5,6.7 אינטש,2 + 4 ליבות,1284x2778‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 +12 +12 מגה פיקסל,ללא,כולל,5049,6975,כולל,5.0,לא זמין,5
Slider,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.4 אינטש,לא זמין,240x320‏ פיקסלים,לא זמין,לא זמין,TFT,לא זמין,לא זמין,לא זמין,לא זמין,2 מגה פיקסל,לא זמין,לא זמין,259,259,לא זמין,כולל,"1,000 mAh",5
Samsung,2019,Android,166 גרם,Galaxy A50,סמארטפון,מסך מגע,4GB,2300 1700 MHz,4,6.4 אינטש,4 + 4 ליבות,1080x2340‏ פיקסלים,403 ppi,לא זמין,Super AMOLED,ללא,לא זמין,Micro SD/T-Flash,25‏ מגה פיקסל,25 + 8 + 5 מגה פיקסל,כולל,כולל,590,699,ללא,5.0,"4,000 mAh",5
Slider,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,2,1.77 אינטש,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,199,199,לא זמין,כולל,600 mAh,5
Apple,2021,iOS,204 גרם,iPhone 13,סמארטפון,מסך מגע,6GB,לא זמין,5,6.1 אינטש,2 + 4 ליבות,1170x2532‏ פיקסלים,460 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 +12 +12 מגה פיקסל,ללא,כולל,4290,5705,כולל,5.0,לא זמין,5
Nokia,2017,לא זמין,88.2 גרם,3310,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.4 אינטש,לא זמין,240x320‏ פיקסלים,167 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,לא כולל‏ מגה פיקסל,2 מגה פיקסל,לא זמין,לא כולל,250,378,ללא,2.1,"1,200 mAh",5
OPPO,לא זמין,Android,191 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.59 אינטש,4 + 4 ליבות,לא זמין,401 ppi,90 Hz,IPS LCD,לא זמין,לא זמין,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,1199,1199,ללא,5.0,"5,000 mAh",6
Samsung,2021,Android,169 גרם,Galaxy S21,סמארטפון,מסך מגע,8GB,2900 2800 2200 MHz,5,6.2 אינטש,1+3+4,1080x2400‏ פיקסלים,421 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,2017,2899,כולל,5.0,"4,000 mAh",6
Nokia,2019,לא זמין,73 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,1.77 אינטש,לא זמין,120x160‏ פיקסלים,113 ppi,לא זמין,TFT,לא זמין,לא זמין,ללא,לא כולל‏ מגה פיקסל,ללא,לא זמין,לא כולל,94,175,ללא,לא כולל,800 mAh,6
Nokia,2020,Android,180 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 1800 MHz,4,6.39 אינטש,4 + 4 ליבות,720x1560‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,13 + 5 + 2 מגה פיקסל,כולל,כולל,549,698,כולל,4.2,"4,000 mAh",6
Xiaomi,2021,Android,159 גרם,Mi 11 Lite,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,4,6.55 אינטש,1 + 3 + 4,1080x2400‏ פיקסלים,402 ppi,90 Hz,AMOLED,IP53,לא זמין,microSDXC,20‏ מגה פיקסל,64 + 8 + 5 מגה פיקסל,כולל,כולל,1305,1484,כולל,5.2,"4,250 mAh",6
Apple,2020,iOS,164 גרם,iPhone 12,סמארטפון,מסך מגע,4GB,1800 3100 MHz,5,6.1 אינטש,2 + 4 ליבות,1170x2532‏ פיקסלים,460 ppi,לא זמין,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,2280,3649,כולל,5.0,"2,815 mAh",6
Nokia,2019,לא זמין,86.5 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,4,2.4 אינטש,לא זמין,240x320‏ פיקסלים,167 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,לא כולל‏ מגה פיקסל,0.3 מגה פיקסל,לא זמין,לא כולל,273,273,ללא,4.2,"1,200 mAh",6
Xiaomi,2021,Android,204 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,5,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,ללא,16‏ מגה פיקסל,108 + 8 + 5 מגה פיקסל,כולל,כולל,1690,1690,כולל,5.2,"5,000 mAh",6
Samsung,2021,Android,271 גרם,לא זמין,סמארטפון,מסך מגע,12GB,1800 2420 2840 MHz,4,7.6 אינטש,1 + 3 + 4,1768x2208‏ פיקסלים,374 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,לא זמין,ללא,16‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,כולל,כולל,3999,6649,כולל,5.2,"4,400 mAh",6
Samsung,2016,Android,167 גרם,לא זמין,סמארטפון,מסך מגע,3GB,לא זמין,4,5.5 אינטש,8 ליבות,1080x1920‏ פיקסלים,401 ppi,לא זמין,PLS LCD,ללא,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,13 מגה פיקסל,כולל,כולל,549,549,ללא,4.1,"3,300 mAh",6
Google,2021,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.4 אינטש,לא זמין,1080x2400‏ פיקסלים,411 ppi,90 Hz,AMOLED,IP68,שחור,ללא,8‏ מגה פיקסל,לא זמין,כולל,כולל,1713,3250,כולל,5.2,לא זמין,6
Samsung,2021,Android,183 גרם,לא זמין,סמארטפון,מסך מגע,8GB,1800 2420 2840 MHz,4,6.7 אינטש,1+3+4,1080x2640‏ פיקסלים,426 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,לא זמין,ללא,10‏ מגה פיקסל,לא זמין,כולל,כולל,2690,3137,כולל,5.1,"3,300 mAh",6
Xiaomi,לא זמין,Android,202 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,1090,1299,אופציונאלי,5.1,"5,000 mAh",6
Xiaomi,2020,Android,219 גרם,Poco F2 Pro,סמארטפון,מסך מגע,6GB,2840 2420 1800 MHz,5,6.67 אינטש,1+3+4,1080x2400‏ פיקסלים,395 ppi,לא זמין,Super AMOLED,ללא,לא זמין,ללא,20‏ מגה פיקסל,64 + 5 + 13 + 2 מגה פיקסל,כולל,כולל,1490,1859,כולל,5.1,"4,700 mAh",6
Samsung,2020,Android,193 גרם,לא זמין,סמארטפון,מסך מגע,6GB,1800 2200 MHz,4,6.6 אינטש,2 + 6 ליבות,720x1600‏ פיקסלים,266 ppi,לא זמין,Super AMOLED,ללא,לא זמין,microSDXC,20‏ מגה פיקסל,48 + 8 + 5 + 5 מגה פיקסל,כולל,כולל,890,1059,כולל,5.0,"5,000 mAh",6
Xiaomi,2021,Android,179 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,לא זמין,לא זמין,1080x2400‏ פיקסלים,לא זמין,120 Hz,AMOLED,לא זמין,לא זמין,ללא,32‏ מגה פיקסל,לא זמין,כולל,כולל,2990,2990,אופציונאלי,5.2,"4,500 mAh",6
Apple,2017,iOS,148 גרם,iPhone 8,סמארטפון,3D Touch,2GB,לא זמין,4,4.7 אינטש,10 ליבות,1334x750‏ פיקסלים,326 ppi,לא זמין,לא זמין,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,980,980,כולל,5.0,"1,821 mAh",6
Samsung,2019,Android,165 גרם,Galaxy A30,סמארטפון,מסך מגע,4GB,1600 1800 MHz,4,6.4 אינטש,2 + 6 ליבות,1080x2340‏ פיקסלים,403 ppi,לא זמין,Super AMOLED,ללא,לא זמין,Micro SD/T-Flash,16‏ מגה פיקסל,16 + 5 מגה פיקסל,כולל,כולל,649,699,ללא,5.0,"4,000 mAh",6
Xiaomi,2020,Android,218 גרם,Mi 10T Pro,סמארטפון,מסך מגע,8GB,2840 2420 1800 MHz,5,6.67 אינטש,1 + 3 + 4,1080x2400‏ פיקסלים,395 ppi,לא זמין,IPS,ללא,לא זמין,ללא,20‏ מגה פיקסל,108 + 13 + 5 מגה פיקסל,כולל,כולל,970,970,כולל,5.1,"5,000 mAh",6
Samsung,2020,Android,190 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,4,6.5 אינטש,2+2+4,1080x2400‏ פיקסלים,407 ppi,לא זמין,לא זמין,IP68,לא זמין,Micro SD/T-Flash,32‏ מגה פיקסל,12 + 8 + 12 מגה פיקסל,כולל,כולל,1576,1576,כולל,5.0,"4,500 mAh",6
Google,2020,Android,151 גרם,Pixel,סמארטפון,מסך מגע,8GB,2400 2200 1800 MHz,5,6 אינטש,8 ליבות,1080x2340‏ פיקסלים,432 ppi,90 Hz,OLED,IP68,לא זמין,ללא,8‏ מגה פיקסל,12 + 16 מגה פיקסלים,כולל,כולל,2550,2550,כולל,5.0,"4,080 mAh",6
Samsung,2019,Android,175 גרם,Galaxy S10,סמארטפון,מסך מגע,8GB,2700 2300 1900 MHz,4,6.4 אינטש,2+2+4,1440x3040‏ פיקסלים,526 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10 + 8‏ מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,1130,1659,כולל,5.0,"4,100 mAh",6
Slider,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.4 אינטש,לא זמין,240x320‏ פיקסלים,לא זמין,לא זמין,TFT,לא זמין,לא זמין,לא זמין,לא זמין,2 מגה פיקסל,לא זמין,לא זמין,341,349,לא זמין,כולל,"1,000 mAh",6
Nokia,2018,Android,180 גרם,לא זמין,סמארטפון,מסך מגע,לא זמין,2000 MHz,4,6.0 אינטש,Octa-core,720x1440‏ פיקסלים,268 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,13 + 5 מגה פיקסל,כולל,כולל,590,590,כולל,4.1,"3,500 mAh",6
Xiaomi,2018,Android,180 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,לא זמין,לא זמין,1080x2160‏ פיקסלים,403 ppi,לא זמין,לא זמין,ללא,לא זמין,לא זמין,13‏ מגה פיקסל,13 + 5 מגה פיקסל,כולל,כולל,490,2590,לא זמין,4.2,"4,000 mAh",6
Apple,2020,iOS,148 גרם,iPhone SE 2020,סמארטפון,מסך מגע,3GB,2650 1800 MHz,4,4.7 אינטש,2 + 4 ליבות,1334x750‏ פיקסלים,326 ppi,לא זמין,Retina IPS,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,1690,1690,כולל,5.0,"1,821 mAh",6
Apple,לא זמין,iOS,172 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,6.1 אינטש,לא זמין,1170x2532‏ פיקסלים,460 ppi,לא זמין,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,לא זמין,כולל,4190,5183,כולל,לא זמין,לא זמין,6
Xiaomi,2021,Android,190 גרם,Redmi Note 10,סמארטפון,מסך מגע,6GB,2000 2200 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,405 ppi,90 Hz,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,48 + 2 + 2 מגה פיקסל,כולל,כולל,935,1059,כולל,5.1,"5,000 mAh",6
Apple,2021,iOS,141 גרם,iPhone 13,סמארטפון,מסך מגע,4GB,לא זמין,5,5.4 אינטש,2 + 4 ליבות,1080x2340‏ פיקסלים,476 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,3290,4179,כולל,5.0,לא זמין,6
Nokia,2021,Android,197 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 2300 MHz,4,6.52 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,48 + 5 + 2 + 2 מגה פיקסל,כולל,כולל,699,790,כולל,5.0,"5,050 mAh",6
Apple,2016,iOS,138 גרם,iPhone 7,סמארטפון,3D Touch,2GB,לא זמין,4,4.7 אינטש,4 ליבות,750x1334‏ פיקסלים,326 ppi,לא זמין,IPS,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,790,2500,כולל,4.2,לא זמין,6
Xiaomi,2020,Android,196 גרם,Redmi 9C,סמארטפון,מסך מגע,4GB,1800 2300 MHz,4,6.53 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,13 + 2 + 2 מגה פיקסל,כולל,כולל,540,749,ללא,5.0,"5,000 mAh",6
Xiaomi,2016,Android,131.5 גרם,Redmi,סמארטפון,מסך מגע,2GB,1400 MHz,4,5 אינטש,4 ליבות,720x1280‏ פיקסלים,294 ppi,לא זמין,IPS,ללא,לא זמין,Micro SD/T-Flash,5‏ מגה פיקסל,13 מגה פיקסל,ללא,כולל,499,499,ללא,4.1,"3,120 mAh",6
Xiaomi,2021,Android,196 גרם,לא זמין,סמארטפון,מסך מגע,6GB,2000 2400 MHz,5,6.6 אינטש,לא זמין,1080x2400‏ פיקסלים,399 ppi,90 Hz,IPS LCD,IP53,כחול,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,959,999,אופציונאלי,5.1,"5,000 mAh",6
OnePlus,2018,Android,185 גרם,6T,סמארטפון,מסך מגע,6GB,2800 1700 MHz,4,6.4 אינטש,4 + 4 ליבות,1080x2340‏ פיקסלים,402 ppi,לא זמין,AMOLED,ללא,שחור,ללא,16‏ מגה פיקסל,16 + 20 מגה פיקסל,כולל,כולל,1340,2750,כולל,5.0,"3,700 mAh",6
Realme,לא זמין,Android,190 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.6 אינטש,4 + 4 ליבות,לא זמין,400 ppi,90 Hz,IPS LCD,לא זמין,לא זמין,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,725,899,ללא,5.0,"5,000 mAh",6
Nokia,2009,לא זמין,90.3 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,2,1.8 אינטש,לא זמין,120x160‏ פיקסלים,111 ppi,לא זמין,TFT,לא זמין,לא זמין,ללא,לא כולל‏ מגה פיקסל,1.3 מגה פיקסל,לא זמין,לא כולל,99,444,לא זמין,2.0,860 mAh,6
Nokia,2015,לא זמין,91.8 גרם,230,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.8 אינטש,לא זמין,240x320‏ פיקסלים,143 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,2‏ מגה פיקסל,2 מגה פיקסל,לא זמין,לא כולל,99,488,ללא,3.0,"1,200 mAh",6
EasyPhone,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,295,299,לא זמין,לא זמין,לא זמין,6
Samsung,2018,Android,189 גרם,Galaxy S9 Plus,סמארטפון,מסך מגע,6GB,2800 1700 MHz,4,6.2 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,529 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,1277,2999,כולל,5.0,"3,500 mAh",6
Nokia,2020,לא זמין,90.1 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,4,2.4 אינטש,לא זמין,240x320‏ פיקסלים,167 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,לא כולל‏ מגה פיקסל,0.3 מגה פיקסל,לא זמין,לא כולל,299,299,ללא,5.0,"1,150 mAh",6
Realme,2020,Android,195 גרם,7,סמארטפון,מסך מגע,8GB,2400 2000 MHz,5,6.5 אינטש,8 ליבות,1080x2400‏ פיקסלים,405 ppi,120 Hz,"IPS, IPS LCD",ללא,לא זמין,Micro SD/T-Flash,16‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,988,988,כולל,5.1,"5,000 mAh",6
Xiaomi,2021,Android,159 גרם,Mi 11 Lite,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,4,6.55 אינטש,1+3+4,1080x2400‏ פיקסלים,402 ppi,90 Hz,AMOLED,IP53,לא זמין,microSDXC,20‏ מגה פיקסל,64 + 8 + 5 מגה פיקסל,כולל,כולל,1218,1455,כולל,5.2,"4,250 mAh",6
Nokia,2018,לא זמין,117 גרם,לא זמין,טלפון רגיל,מקשי ספרות,4GB,לא זמין,4,2.4 אינטש,לא זמין,240x320‏ פיקסלים,167 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,לא כולל‏ מגה פיקסל,2 מגה פיקסל,לא זמין,כולל,378,449,ללא,4.1,"1,500 mAh",6
Geemarc,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.4 אינטש,לא זמין,לא זמין,לא זמין,לא זמין,TFT,לא זמין,שחור,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,649,649,לא זמין,לא זמין,לא זמין,6
Realme,2021,Android,185 גרם,לא זמין,סמארטפון,מסך מגע,6GB,2000 2200 MHz,5,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,405 ppi,90 Hz,IPS LCD,ללא,לא זמין,microSDXC,16‏ מגה פיקסל,48 + 2 + 2 מגה פיקסל,כולל,כולל,888,888,כולל,5.1,"5,000 mAh",6
Apple,2021,iOS,174 גרם,iPhone 13,סמארטפון,מסך מגע,4GB,לא זמין,5,6.1 אינטש,2 + 4 ליבות,1170x2532‏ פיקסלים,460 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,3690,5210,כולל,5.0,לא זמין,6
